PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
1833_02,Mars,True,D/141/S,TRAPPIST-1e,39.2,False,0,0,0,0,0,Ilya Komarov,False
1834_01,Mars,False,C/120/P,PSO J318.5-22,11.4,False,41,884,1412,80,401,Hiro Tanaka,False
1834_02,Mars,True,B/128/S,55 Cancri e,13.0,False,0,0,0,0,0,Ethan Zhao,False
1835_01,Mars,True,G/22/P,55 Cancri e,12.4,False,0,0,0,0,0,Nova Stark,True
1835_02,Mars,False,B/48/P,55 Cancri e,13.6,False,505,1144,1157,719,1394,Aria Lin,False
1836_01,Earth,True,B/50/P,TRAPPIST-1e,25.6,False,0,0,0,0,0,Remy Vivaldi,True
1836_02,Earth,True,D/6/S,PSO J318.5-22,31.3,False,0,0,0,0,0,Leo Stark,True
1837_01,Earth,False,F/1/S,PSO J318.5-22,36.1,False,896,18,1069,450,897,Lara Xel'Naga,True
1837_02,Mars,False,D/83/P,55 Cancri e,45.5,False,1079,740,1115,81,736,Lara Xel'Naga,False
1838_01,Earth,False,G/13/P,TRAPPIST-1e,34.3,False,1334,996,159,1339,1179,Kai Vega,True
1838_02,Mars,False,E/123/S,TRAPPIST-1e,22.1,False,887,467,852,461,853,Hiro Tanaka,False
1839_01,Europa,False,G/3/S,TRAPPIST-1e,26.3,False,465,183,659,1189,74,Kai Vega,False
1839_02,Mars,False,C/64/S,55 Cancri e,8.1,False,825,1295,502,794,586,Kai Vega,False
1840_01,Mars,False,A/123/S,55 Cancri e,40.9,False,843,1274,834,1153,763,Ilya Komarov,False
1840_02,Earth,False,A/59/P,TRAPPIST-1e,40.8,False,357,691,1431,621,481,Jordan Benson,False
1841_01,Earth,False,A/160/S,55 Cancri e,16.4,False,1320,751,1498,22,805,Leo Stark,False
1841_02,Europa,False,F/34/S,55 Cancri e,10.8,False,171,834,317,907,797,Ilya Komarov,True
1842_01,Mars,False,G/180/P,TRAPPIST-1e,31.1,False,482,131,1116,860,293,Kai Vega,False
1842_02,Mars,True,G/29/S,PSO J318.5-22,21.2,False,0,0,0,0,0,Kai Vega,True
1843_01,Mars,True,B/195/P,55 Cancri e,18.4,False,0,0,0,0,0,Mila Benson,True
1843_02,Earth,False,F/11/P,55 Cancri e,29.7,False,702,1440,1166,1260,286,Nova Stark,False
1844_01,Earth,False,B/175/P,PSO J318.5-22,12.8,False,290,1192,442,655,1207,Mila Benson,True
1844_02,Mars,False,C/70/P,TRAPPIST-1e,32.8,False,1068,826,1291,475,252,Ilya Komarov,False
1845_01,Europa,False,A/15/S,TRAPPIST-1e,23.2,False,20,315,563,1461,1446,Ilya Komarov,False
1845_02,Europa,True,A/92/P,TRAPPIST-1e,31.0,False,0,0,0,0,0,Hiro Tanaka,True
1846_01,Earth,True,A/59/S,TRAPPIST-1e,9.1,False,0,0,0,0,0,Nova Stark,True
1846_02,Mars,False,G/49/P,TRAPPIST-1e,26.4,False,959,213,838,646,967,Nova Stark,False
1847_01,Mars,True,B/177/P,TRAPPIST-1e,38.0,False,0,0,0,0,0,Aria Lin,True
1847_02,Earth,False,G/67/S,55 Cancri e,44.0,False,39,751,1355,942,647,Lara Xel'Naga,True
1848_01,Mars,False,C/190/S,55 Cancri e,26.5,False,862,431,1219,508,446,Hiro Tanaka,False
1848_02,Earth,True,A/185/P,55 Cancri e,26.8,False,0,0,0,0,0,Hiro Tanaka,False
1849_01,Mars,False,A/159/P,TRAPPIST-1e,17.6,False,1156,1162,668,846,69,Lara Xel'Naga,True
1849_02,Mars,True,F/185/S,TRAPPIST-1e,37.0,False,0,0,0,0,0,Ethan Zhao,True
1850_01,Mars,False,A/69/P,PSO J318.5-22,35.9,False,1083,1275,445,1025,1359,Nova Stark,False
1850_02,Europa,False,C/138/S,TRAPPIST-1e,48.1,False,18,560,1101,471,27,Jordan Benson,False
1851_01,Earth,False,F/114/P,TRAPPIST-1e,34.8,False,983,867,1015,28,668,Mila Benson,False
1851_02,Mars,False,D/78/P,TRAPPIST-1e,12.0,False,825,815,278,282,1002,Kai Vega,False
1852_01,Mars,False,E/106/P,TRAPPIST-1e,21.9,False,323,1229,1257,457,1210,Hiro Tanaka,True
1852_02,Mars,True,A/46/S,PSO J318.5-22,22.7,False,0,0,0,0,0,Ilya Komarov,True
1853_01,Earth,False,F/112/S,55 Cancri e,11.5,False,519,1076,1421,1222,390,Kai Vega,True
1853_02,Europa,False,F/88/S,PSO J318.5-22,30.6,False,770,912,1195,85,557,Priya Kaur,False
1854_01,Europa,False,D/93/S,TRAPPIST-1e,31.1,False,665,1153,842,1104,1407,Leo Stark,False
1854_02,Earth,True,E/174/P,TRAPPIST-1e,18.6,False,0,0,0,0,0,Hiro Tanaka,True
1855_01,Earth,True,E/166/P,PSO J318.5-22,28.5,False,0,0,0,0,0,Kai Vega,True
1855_02,Mars,False,F/8/P,55 Cancri e,21.5,False,268,644,534,1401,1399,Hiro Tanaka,True
1856_01,Europa,False,B/123/S,TRAPPIST-1e,39.3,False,768,1179,1341,237,333,Lara Xel'Naga,False
1856_02,Europa,False,F/36/P,TRAPPIST-1e,27.6,False,105,381,688,260,1316,Lara Xel'Naga,False
1857_01,Earth,False,E/60/P,55 Cancri e,38.0,False,554,1477,662,1319,574,Ethan Zhao,False
1857_02,Europa,False,A/174/S,TRAPPIST-1e,36.8,False,641,462,854,1237,584,Jordan Benson,False
1858_01,Earth,False,B/47/S,TRAPPIST-1e,35.3,False,1261,1326,669,620,520,Kai Vega,False
1858_02,Earth,False,G/4/P,PSO J318.5-22,27.9,False,1344,58,1381,703,647,Kai Vega,True
1859_01,Europa,False,B/85/S,55 Cancri e,29.3,False,858,977,1375,244,300,Lara Xel'Naga,True
1859_02,Mars,False,G/195/S,PSO J318.5-22,27.1,False,437,867,99,724,813,Leo Stark,False
1860_01,Mars,False,G/22/S,TRAPPIST-1e,14.0,False,1325,973,1144,87,1240,Mila Benson,False
1860_02,Earth,False,B/190/S,55 Cancri e,23.8,False,572,813,178,162,592,Remy Vivaldi,False
1861_01,Earth,True,B/37/P,55 Cancri e,19.7,True,0,0,0,0,0,Aria Lin,True
1861_02,Earth,False,D/18/S,TRAPPIST-1e,33.9,False,707,202,46,462,407,Priya Kaur,False
1862_01,Europa,False,C/67/P,PSO J318.5-22,24.1,False,316,420,1292,262,1449,Lara Xel'Naga,False
1862_02,Earth,False,D/154/P,PSO J318.5-22,34.3,False,165,427,396,1239,795,Mila Benson,False
1863_01,Mars,False,G/69/P,PSO J318.5-22,18.6,False,1280,42,241,94,187,Remy Vivaldi,False
1863_02,Mars,False,C/82/P,PSO J318.5-22,19.6,False,384,818,1423,1190,1148,Hiro Tanaka,False
1864_01,Europa,False,E/121/P,TRAPPIST-1e,24.6,False,517,1054,295,413,134,Remy Vivaldi,False
1864_02,Mars,True,B/64/P,55 Cancri e,18.1,False,0,0,0,0,0,Nova Stark,True
1865_01,Europa,True,B/59/S,TRAPPIST-1e,34.5,False,0,0,0,0,0,Lara Xel'Naga,True
1865_02,Europa,False,C/6/S,TRAPPIST-1e,4.7,False,177,745,258,651,1088,Ilya Komarov,True
1866_01,Earth,True,A/83/P,TRAPPIST-1e,42.2,True,0,0,0,0,0,Remy Vivaldi,False
1866_02,Earth,True,A/125/P,TRAPPIST-1e,8.5,False,0,0,0,0,0,Nova Stark,True
1867_01,Mars,True,E/69/P,TRAPPIST-1e,34.7,False,0,0,0,0,0,Aria Lin,False
1867_02,Europa,True,C/101/S,TRAPPIST-1e,37.8,False,0,0,0,0,0,Hiro Tanaka,True
1868_01,Mars,False,B/83/P,55 Cancri e,14.6,False,431,496,982,1112,996,Mila Benson,False
1868_02,Europa,False,E/24/P,PSO J318.5-22,19.1,False,1434,896,826,1264,777,Nova Stark,False
1869_01,Mars,False,B/187/S,PSO J318.5-22,15.5,False,1275,1011,1397,449,801,Jordan Benson,False
1869_02,Mars,True,F/128/S,TRAPPIST-1e,32.7,False,0,0,0,0,0,Jordan Benson,False
1870_01,Mars,False,B/45/P,TRAPPIST-1e,27.7,False,125,1416,761,798,1357,Mila Benson,False
1870_02,Mars,True,D/35/P,PSO J318.5-22,33.2,False,0,0,0,0,0,Priya Kaur,True
1871_01,Europa,False,C/34/P,PSO J318.5-22,21.9,True,455,1090,1089,911,861,Leo Stark,False
1871_02,Earth,True,B/15/S,PSO J318.5-22,10.3,False,0,0,0,0,0,Leo Stark,True
1872_01,Mars,False,D/153/S,55 Cancri e,23.5,False,185,283,649,690,236,Kai Vega,True
1872_02,Earth,False,D/7/P,PSO J318.5-22,36.5,False,1041,814,927,413,8,Mila Benson,True
1873_01,Earth,False,G/194/S,PSO J318.5-22,33.2,False,660,575,449,379,698,Mila Benson,False
1873_02,Europa,True,G/132/P,55 Cancri e,29.6,False,0,0,0,0,0,Mila Benson,True
1874_01,Mars,False,D/63/P,55 Cancri e,4.2,False,726,1467,680,1104,1069,Ilya Komarov,False
1874_02,Europa,False,E/176/S,55 Cancri e,20.7,False,1072,1472,809,1430,1306,Mila Benson,False
1875_01,Europa,True,E/98/S,TRAPPIST-1e,26.6,False,0,0,0,0,0,Priya Kaur,True
1875_02,Mars,False,E/9/P,55 Cancri e,40.6,False,1144,1026,1339,459,1250,Ethan Zhao,False
1876_01,Earth,False,E/29/S,55 Cancri e,27.5,False,774,1094,895,1220,57,Remy Vivaldi,False
1876_02,Mars,False,A/120/P,PSO J318.5-22,29.8,False,1447,1492,623,47,1458,Mila Benson,False
1877_01,Earth,True,D/155/S,55 Cancri e,30.5,False,0,0,0,0,0,Hiro Tanaka,True
1877_02,Mars,False,F/66/S,TRAPPIST-1e,28.4,False,212,506,915,800,167,Remy Vivaldi,False
1878_01,Earth,True,D/68/P,55 Cancri e,28.7,False,0,0,0,0,0,Priya Kaur,True
1878_02,Mars,False,G/144/S,PSO J318.5-22,38.6,False,986,786,426,1244,1015,Jordan Benson,True
1879_01,Earth,False,A/90/S,TRAPPIST-1e,22.8,False,1383,1244,772,1081,1483,Kai Vega,True
1879_02,Europa,True,A/161/S,TRAPPIST-1e,35.0,False,0,0,0,0,0,Lara Xel'Naga,True
1880_01,Earth,True,E/89/S,TRAPPIST-1e,26.9,False,0,0,0,0,0,Remy Vivaldi,True
1880_02,Mars,False,D/62/P,PSO J318.5-22,25.2,False,103,142,204,640,1061,Leo Stark,False
1881_01,Mars,False,E/42/S,TRAPPIST-1e,12.5,False,1075,0,10,746,1237,Priya Kaur,False
1881_02,Earth,True,A/37/S,PSO J318.5-22,29.6,False,0,0,0,0,0,Nova Stark,False
1882_01,Earth,False,A/169/P,TRAPPIST-1e,17.4,False,517,1438,1031,4,1385,Mila Benson,False
1882_02,Europa,False,F/145/P,55 Cancri e,25.4,False,693,111,1003,272,421,Leo Stark,False
1883_01,Earth,False,D/35/S,TRAPPIST-1e,12.0,False,957,346,24,975,1443,Remy Vivaldi,True
1883_02,Europa,True,E/57/P,TRAPPIST-1e,24.1,True,0,0,0,0,0,Jordan Benson,True
1884_01,Earth,True,C/159/P,TRAPPIST-1e,46.3,False,0,0,0,0,0,Ethan Zhao,True
1884_02,Mars,False,E/165/S,TRAPPIST-1e,32.9,False,214,1135,953,913,427,Leo Stark,False
1885_01,Earth,False,D/178/P,TRAPPIST-1e,28.5,False,215,412,379,231,834,Hiro Tanaka,False
1885_02,Earth,True,B/116/S,PSO J318.5-22,18.7,False,0,0,0,0,0,Mila Benson,True
1886_01,Earth,True,B/74/P,TRAPPIST-1e,23.9,False,0,0,0,0,0,Ilya Komarov,True
1886_02,Earth,True,A/169/S,55 Cancri e,33.4,False,0,0,0,0,0,Mila Benson,False
1887_01,Earth,False,G/162/P,PSO J318.5-22,37.4,False,1250,1000,1411,400,637,Mila Benson,False
1887_02,Mars,False,A/182/P,TRAPPIST-1e,30.0,False,948,212,52,623,751,Lara Xel'Naga,False
1888_01,Mars,True,C/125/P,55 Cancri e,25.1,False,0,0,0,0,0,Remy Vivaldi,True
1888_02,Earth,True,D/157/S,55 Cancri e,20.6,False,0,0,0,0,0,Kai Vega,True
1889_01,Earth,True,B/67/P,TRAPPIST-1e,35.0,False,0,0,0,0,0,Leo Stark,True
1889_02,Earth,True,D/61/S,TRAPPIST-1e,41.7,False,0,0,0,0,0,Mila Benson,True
1890_01,Earth,False,G/29/P,PSO J318.5-22,32.7,False,542,292,1307,670,837,Aria Lin,False
1890_02,Europa,False,C/32/P,PSO J318.5-22,27.1,False,1037,633,271,1048,321,Mila Benson,False
1891_01,Earth,True,G/24/P,TRAPPIST-1e,28.5,False,0,0,0,0,0,Hiro Tanaka,True
1891_02,Earth,False,D/169/P,TRAPPIST-1e,30.1,False,882,1063,234,831,1112,Leo Stark,False
1892_01,Europa,False,C/17/P,TRAPPIST-1e,32.5,False,588,228,1418,1220,273,Kai Vega,True
1892_02,Europa,True,A/29/P,TRAPPIST-1e,25.7,True,0,0,0,0,0,Nova Stark,False
1893_01,Europa,False,B/81/P,55 Cancri e,39.1,False,1103,1258,1310,818,571,Aria Lin,True
1893_02,Earth,False,E/93/S,TRAPPIST-1e,3.2,False,544,1460,126,732,416,Kai Vega,False
1894_01,Mars,False,C/170/S,55 Cancri e,29.9,False,296,41,631,1302,1482,Mila Benson,True
1894_02,Earth,False,C/196/S,TRAPPIST-1e,31.3,False,32,1299,664,1113,615,Lara Xel'Naga,False
1895_01,Earth,False,F/121/S,TRAPPIST-1e,14.4,False,457,398,1114,580,1489,Kai Vega,True
1895_02,Earth,False,D/68/S,PSO J318.5-22,49.4,False,219,1442,378,929,1470,Hiro Tanaka,False
1896_01,Mars,False,E/59/P,PSO J318.5-22,29.6,False,921,233,725,366,480,Remy Vivaldi,False
1896_02,Europa,True,B/162/S,TRAPPIST-1e,30.2,False,0,0,0,0,0,Leo Stark,True
1897_01,Earth,False,G/116/S,TRAPPIST-1e,25.8,False,724,711,984,1158,1106,Ethan Zhao,False
1897_02,Earth,False,D/62/P,PSO J318.5-22,19.6,False,390,1070,391,717,384,Jordan Benson,True
1898_01,Mars,False,F/86/S,55 Cancri e,15.4,False,99,382,706,1215,1368,Lara Xel'Naga,False
1898_02,Mars,True,C/6/P,TRAPPIST-1e,31.8,False,0,0,0,0,0,Priya Kaur,True
1899_01,Europa,False,E/97/S,55 Cancri e,42.6,False,629,761,194,561,1430,Jordan Benson,False
1899_02,Europa,True,G/28/P,TRAPPIST-1e,22.1,False,0,0,0,0,0,Ilya Komarov,True
1900_01,Earth,False,D/125/P,PSO J318.5-22,36.6,False,1169,660,1134,764,677,Hiro Tanaka,False
1900_02,Europa,True,B/10/S,55 Cancri e,34.4,False,0,0,0,0,0,Jordan Benson,True
1901_01,Europa,False,D/14/P,TRAPPIST-1e,20.7,False,790,1357,582,670,537,Lara Xel'Naga,False
1901_02,Earth,True,A/92/S,55 Cancri e,25.0,False,0,0,0,0,0,Kai Vega,True
1902_01,Earth,False,E/78/S,PSO J318.5-22,31.1,False,1092,132,188,572,278,Nova Stark,False
1902_02,Earth,False,A/123/P,TRAPPIST-1e,24.6,False,1453,541,1184,745,898,Nova Stark,True
1903_01,Earth,False,G/15/S,PSO J318.5-22,19.8,False,829,697,1080,1263,768,Hiro Tanaka,False
1903_02,Mars,False,C/55/S,PSO J318.5-22,27.8,False,357,200,443,826,1325,Ethan Zhao,False
1904_01,Europa,False,B/27/S,TRAPPIST-1e,16.8,False,937,28,664,1461,1402,Kai Vega,False
1904_02,Europa,False,C/130/S,PSO J318.5-22,28.7,False,72,253,515,748,1043,Remy Vivaldi,False
1905_01,Mars,False,G/135/S,TRAPPIST-1e,42.3,False,878,135,1324,32,646,Remy Vivaldi,False
1905_02,Earth,False,F/100/S,PSO J318.5-22,39.2,False,277,132,749,125,344,Ethan Zhao,True
1906_01,Earth,True,B/32/S,PSO J318.5-22,30.2,False,0,0,0,0,0,Mila Benson,True
1906_02,Mars,False,F/26/S,TRAPPIST-1e,27.6,False,629,1401,817,59,466,Ilya Komarov,False
1907_01,Earth,False,A/100/P,TRAPPIST-1e,44.2,True,1210,497,599,1384,448,Ethan Zhao,False
1907_02,Mars,False,C/193/S,TRAPPIST-1e,26.3,False,679,1204,129,148,1495,Remy Vivaldi,False
1908_01,Mars,False,D/4/P,TRAPPIST-1e,31.7,False,499,1378,1234,657,1053,Aria Lin,False
1908_02,Mars,False,G/60/P,TRAPPIST-1e,18.1,False,576,1047,983,722,221,Ilya Komarov,False
1909_01,Earth,False,D/102/P,TRAPPIST-1e,18.8,False,741,924,579,400,900,Hiro Tanaka,False
1909_02,Europa,True,A/160/P,TRAPPIST-1e,36.4,False,0,0,0,0,0,Mila Benson,True
1910_01,Earth,False,G/29/P,TRAPPIST-1e,26.8,False,49,102,367,935,1291,Leo Stark,True
1910_02,Earth,False,D/50/S,TRAPPIST-1e,32.9,False,1420,1343,1472,1499,897,Ethan Zhao,False
1911_01,Mars,True,A/60/P,TRAPPIST-1e,38.6,False,0,0,0,0,0,Priya Kaur,True
1911_02,Europa,False,E/78/S,55 Cancri e,37.0,False,389,1366,772,753,1410,Aria Lin,False
1912_01,Europa,False,G/104/S,TRAPPIST-1e,16.9,False,148,1403,810,27,1172,Remy Vivaldi,True
1912_02,Earth,False,E/32/S,PSO J318.5-22,33.0,False,1443,279,1205,165,16,Ilya Komarov,False
1913_01,Earth,False,D/93/S,PSO J318.5-22,27.4,False,293,1056,1322,414,802,Hiro Tanaka,True
1913_02,Earth,False,E/141/P,TRAPPIST-1e,20.2,True,430,1123,1046,1443,1447,Remy Vivaldi,False
1914_01,Mars,False,D/74/P,55 Cancri e,25.2,False,270,899,1429,277,205,Aria Lin,False
1914_02,Europa,True,A/40/P,55 Cancri e,11.4,False,0,0,0,0,0,Jordan Benson,True
1915_01,Mars,False,D/130/P,TRAPPIST-1e,15.8,False,857,876,861,335,605,Hiro Tanaka,False
1915_02,Mars,False,D/71/P,TRAPPIST-1e,3.2,False,591,1061,1013,1251,1157,Hiro Tanaka,False
1916_01,Europa,False,B/169/P,TRAPPIST-1e,32.4,False,424,586,805,719,1450,Priya Kaur,True
1916_02,Europa,False,G/117/P,TRAPPIST-1e,44.6,False,948,654,473,567,1384,Hiro Tanaka,True
1917_01,Europa,True,G/160/S,TRAPPIST-1e,23.8,False,0,0,0,0,0,Nova Stark,True
1917_02,Europa,False,C/67/S,PSO J318.5-22,25.3,False,214,899,1096,466,1294,Remy Vivaldi,False
1918_01,Europa,False,G/181/S,55 Cancri e,38.2,False,1042,624,371,183,1300,Jordan Benson,True
1918_02,Earth,True,D/66/P,PSO J318.5-22,31.0,False,0,0,0,0,0,Mila Benson,True
1919_01,Mars,False,G/86/S,PSO J318.5-22,24.4,False,1104,321,434,1066,1336,Aria Lin,False
1919_02,Europa,True,F/100/P,PSO J318.5-22,29.8,False,0,0,0,0,0,Ilya Komarov,False
1920_01,Earth,True,C/148/P,PSO J318.5-22,26.8,False,0,0,0,0,0,Ethan Zhao,True
1920_02,Mars,False,D/44/P,55 Cancri e,29.4,False,68,55,630,1227,419,Ethan Zhao,False
1921_01,Mars,False,B/38/P,TRAPPIST-1e,28.7,False,439,1286,1208,1078,1331,Jordan Benson,False
1921_02,Earth,True,C/89/S,55 Cancri e,16.5,False,0,0,0,0,0,Ethan Zhao,True
1922_01,Europa,True,G/92/S,55 Cancri e,30.8,False,0,0,0,0,0,Nova Stark,True
1922_02,Europa,False,C/185/S,TRAPPIST-1e,28.6,False,1400,1309,1161,614,1030,Jordan Benson,True
1923_01,Europa,True,D/117/P,TRAPPIST-1e,21.5,False,0,0,0,0,0,Leo Stark,True
1923_02,Mars,False,F/119/S,TRAPPIST-1e,35.1,False,419,275,607,570,89,Nova Stark,False
1924_01,Earth,False,B/53/P,TRAPPIST-1e,41.7,False,810,1378,1227,1312,867,Priya Kaur,True
1924_02,Mars,False,A/191/P,55 Cancri e,27.5,False,461,749,1196,300,599,Aria Lin,True
1925_01,Europa,False,E/120/P,TRAPPIST-1e,38.0,False,277,662,510,1369,1163,Mila Benson,False
1925_02,Europa,False,E/52/P,TRAPPIST-1e,27.2,False,113,579,1389,690,636,Remy Vivaldi,False
1926_01,Mars,False,C/140/S,TRAPPIST-1e,16.7,False,2,403,24,508,695,Ilya Komarov,True
1926_02,Earth,False,G/6/S,TRAPPIST-1e,28.8,False,1488,60,122,54,1186,Kai Vega,False
1927_01,Earth,False,F/42/S,PSO J318.5-22,36.7,False,1106,545,112,424,917,Remy Vivaldi,False
1927_02,Earth,True,E/188/S,TRAPPIST-1e,31.4,False,0,0,0,0,0,Aria Lin,True
1928_01,Earth,False,A/9/P,PSO J318.5-22,18.6,False,961,1205,1262,648,1362,Priya Kaur,False
1928_02,Europa,True,D/45/P,PSO J318.5-22,34.6,True,0,0,0,0,0,Remy Vivaldi,True
1929_01,Mars,True,B/83/P,TRAPPIST-1e,16.9,False,0,0,0,0,0,Priya Kaur,True
1929_02,Europa,False,F/70/P,PSO J318.5-22,30.6,False,186,1063,390,1283,654,Ilya Komarov,False
1930_01,Earth,False,D/197/P,55 Cancri e,24.4,True,1219,825,588,530,1085,Hiro Tanaka,True
1930_02,Mars,False,B/32/S,55 Cancri e,25.8,False,1350,280,226,638,1081,Priya Kaur,False
1931_01,Europa,False,B/53/P,TRAPPIST-1e,41.0,False,242,366,935,837,1275,Kai Vega,True
1931_02,Earth,False,D/101/S,55 Cancri e,27.2,False,905,1345,375,1432,710,Mila Benson,False
1932_01,Earth,True,F/85/P,TRAPPIST-1e,45.7,False,0,0,0,0,0,Aria Lin,True
1932_02,Mars,True,E/106/P,55 Cancri e,31.3,True,0,0,0,0,0,Lara Xel'Naga,True
1933_01,Earth,False,C/5/S,PSO J318.5-22,22.1,False,6,730,178,1168,415,Ethan Zhao,False
1933_02,Europa,False,B/32/S,TRAPPIST-1e,23.1,False,665,1144,1147,149,396,Nova Stark,True
1934_01,Earth,False,B/170/P,TRAPPIST-1e,23.4,False,243,1421,1274,878,1322,Priya Kaur,True
1934_02,Mars,False,F/78/P,TRAPPIST-1e,17.4,False,759,953,1320,976,1138,Ethan Zhao,True
1935_01,Europa,False,C/128/S,TRAPPIST-1e,44.1,False,762,334,464,1164,582,Ethan Zhao,False
1935_02,Earth,False,A/198/P,TRAPPIST-1e,32.7,False,136,1003,949,686,166,Nova Stark,False
1936_01,Earth,False,F/112/P,55 Cancri e,16.5,False,879,841,64,1090,432,Priya Kaur,False
1936_02,Earth,False,B/22/S,TRAPPIST-1e,23.4,False,1073,1337,1332,114,568,Mila Benson,False
1937_01,Earth,True,C/137/P,PSO J318.5-22,49.4,False,0,0,0,0,0,Ilya Komarov,True
1937_02,Mars,False,G/80/P,TRAPPIST-1e,24.6,False,1479,1322,967,821,201,Remy Vivaldi,False
1938_01,Europa,False,F/197/S,PSO J318.5-22,31.4,False,648,559,1041,477,487,Hiro Tanaka,False
1938_02,Earth,False,G/91/S,55 Cancri e,35.3,False,982,778,1469,339,611,Ilya Komarov,False
1939_01,Earth,True,B/115/P,TRAPPIST-1e,39.9,False,0,0,0,0,0,Nova Stark,True
1939_02,Earth,False,C/84/P,TRAPPIST-1e,23.3,False,1187,1245,125,656,1199,Mila Benson,False
1940_01,Mars,False,E/119/P,PSO J318.5-22,23.4,False,1398,990,1017,858,84,Nova Stark,False
1940_02,Earth,True,G/53/P,TRAPPIST-1e,37.0,False,0,0,0,0,0,Hiro Tanaka,True
1941_01,Earth,True,E/51/S,55 Cancri e,24.0,False,0,0,0,0,0,Ethan Zhao,True
1941_02,Europa,False,E/133/P,TRAPPIST-1e,44.3,False,1486,450,517,845,694,Ilya Komarov,True
1942_01,Earth,False,F/64/S,55 Cancri e,22.6,False,1031,1241,403,303,1490,Hiro Tanaka,True
1942_02,Earth,False,C/179/S,TRAPPIST-1e,27.5,False,739,87,1033,307,433,Remy Vivaldi,True
1943_01,Europa,False,E/133/S,TRAPPIST-1e,15.1,False,995,655,1358,17,1094,Ethan Zhao,False
1943_02,Mars,False,E/102/P,55 Cancri e,24.9,False,1198,810,338,247,1216,Kai Vega,False
1944_01,Europa,False,F/63/P,PSO J318.5-22,33.3,False,203,852,1146,446,712,Hiro Tanaka,True
1944_02,Earth,False,D/151/S,PSO J318.5-22,12.4,False,432,1151,821,1070,504,Hiro Tanaka,False
1945_01,Europa,False,C/71/S,55 Cancri e,36.6,False,222,635,671,957,932,Aria Lin,False
1945_02,Earth,True,G/12/S,TRAPPIST-1e,19.9,False,0,0,0,0,0,Lara Xel'Naga,True
1946_01,Earth,False,G/88/S,PSO J318.5-22,38.0,False,697,31,65,1202,778,Ilya Komarov,False
1946_02,Mars,True,D/8/S,TRAPPIST-1e,35.9,False,0,0,0,0,0,Aria Lin,False
1947_01,Earth,False,E/85/P,55 Cancri e,22.9,False,48,786,950,262,1156,Ethan Zhao,False
1947_02,Mars,False,G/81/S,55 Cancri e,0.0,False,343,1199,1414,10,200,Aria Lin,False
1948_01,Mars,False,G/142/P,TRAPPIST-1e,14.9,False,1237,807,1330,559,1350,Kai Vega,False
1948_02,Earth,False,F/10/S,PSO J318.5-22,42.2,False,198,108,1314,107,1431,Ilya Komarov,False
1949_01,Earth,False,G/120/S,TRAPPIST-1e,30.0,False,294,1212,64,573,464,Aria Lin,False
1949_02,Earth,False,A/165/P,55 Cancri e,28.4,False,257,1003,633,1354,209,Remy Vivaldi,False
1950_01,Earth,True,B/184/S,TRAPPIST-1e,19.3,True,0,0,0,0,0,Remy Vivaldi,True
1950_02,Europa,False,B/142/S,PSO J318.5-22,44.9,False,499,790,1492,591,1074,Ethan Zhao,True
1951_01,Earth,False,B/175/S,TRAPPIST-1e,19.7,False,228,149,1161,1158,1480,Ilya Komarov,True
1951_02,Europa,False,C/31/S,PSO J318.5-22,28.9,False,526,332,1385,173,1236,Kai Vega,False
1952_01,Earth,True,B/63/S,55 Cancri e,25.6,False,0,0,0,0,0,Kai Vega,True
1952_02,Europa,False,A/150/P,PSO J318.5-22,6.6,False,215,623,577,693,422,Nova Stark,False
1953_01,Mars,False,A/39/P,TRAPPIST-1e,25.7,False,687,722,746,241,664,Ilya Komarov,True
1953_02,Earth,False,C/68/S,55 Cancri e,34.5,False,707,434,780,483,1470,Ilya Komarov,False
1954_01,Earth,False,A/142/P,PSO J318.5-22,26.5,False,949,868,322,847,1497,Aria Lin,True
1954_02,Europa,False,G/4/S,TRAPPIST-1e,40.4,True,1255,695,358,1298,31,Ethan Zhao,False
1955_01,Earth,True,B/139/P,PSO J318.5-22,50.6,False,0,0,0,0,0,Mila Benson,True
1955_02,Earth,True,E/178/S,TRAPPIST-1e,28.6,False,0,0,0,0,0,Kai Vega,True
1956_01,Earth,False,C/149/S,TRAPPIST-1e,30.3,False,267,596,1011,65,132,Leo Stark,True
1956_02,Earth,False,D/128/S,PSO J318.5-22,25.9,False,915,1389,81,981,1351,Aria Lin,False
1957_01,Earth,True,B/125/S,TRAPPIST-1e,20.7,False,0,0,0,0,0,Hiro Tanaka,True
1957_02,Europa,False,A/8/P,PSO J318.5-22,35.8,False,1148,209,132,156,874,Remy Vivaldi,False
1958_01,Mars,False,G/37/S,55 Cancri e,24.4,True,571,1477,770,1185,300,Aria Lin,True
1958_02,Earth,False,C/87/P,TRAPPIST-1e,29.4,False,305,1,270,420,1166,Hiro Tanaka,True
1959_01,Europa,False,D/7/P,TRAPPIST-1e,37.8,False,993,1009,878,691,866,Lara Xel'Naga,True
1959_02,Earth,False,B/65/S,PSO J318.5-22,25.9,True,1060,106,1320,1120,280,Leo Stark,False
1960_01,Earth,False,D/47/P,55 Cancri e,21.6,False,187,751,869,1377,18,Aria Lin,True
1960_02,Europa,False,E/189/P,PSO J318.5-22,17.2,False,858,1416,1284,984,409,Hiro Tanaka,False
